id,set,type,title,level,question_text,definition,sentence,opt1,opt2,opt3,opt4,correct_answer,explanation,example1,example2,example3,example4,usage1,tip
294,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 47",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
295,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 48",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
296,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 49",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
297,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 50",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
298,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 51",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
299,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 52",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
300,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 53",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
301,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 54",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
302,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 55",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
303,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 56",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
304,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 57",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
305,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 58",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
306,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 59",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
307,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 60",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
308,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 61",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
309,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 62",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
310,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 63",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
311,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 64",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
312,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 65",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
313,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 66",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
314,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 67",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
315,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 68",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
316,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 69",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
317,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 70",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
318,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 71",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
319,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 72",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
320,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 73",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
321,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 74",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
322,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 75",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
323,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 76",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
324,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 77",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
325,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 78",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
326,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 79",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
327,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 80",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
328,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 81",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
329,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 82",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
330,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 83",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
331,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 84",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
332,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 85",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
333,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 86",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
334,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 87",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
335,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 88",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
336,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 89",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
337,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 90",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
338,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 91",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
339,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 92",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
340,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 93",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
341,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 94",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
342,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 95",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
343,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 96",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
344,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 97",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
345,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 98",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
346,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 99",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
347,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 100",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
348,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 101",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
349,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 102",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
350,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 103",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
351,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 104",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
352,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 105",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
353,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 106",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
354,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 107",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
355,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 108",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
356,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 109",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
357,"English Vocabulary: Daily Routines",gap_fill,"Modal Perfect Practice 110",Advanced,,,"I _____ (study) more for the test.",,,,,"should have studied",,,,,,,
128,"Modal Verbs - Definitions",formula_table,"Modal Verb: can",Intermediate,,"ability, permission, possibility (80%)",,,,,,,,,,,,,
129,"Modal Verbs - Definitions",formula_table,"Modal Verb: could",Intermediate,,"polite request, past ability, possibility (60%)",,,,,,,,,,,,,
130,"Modal Verbs - Definitions",formula_table,"Modal Verb: may",Intermediate,,"formal permission, possibility (50%)",,,,,,,,,,,,,
132,"Modal Verbs - Definitions",formula_table,"Modal Verb: should",Intermediate,,"advice, expectation (80%)",,,,,,,,,,,,,
133,"Modal Verbs - Definitions",formula_table,"Modal Verb: must",Intermediate,,"obligation, logical deduction (95%)",,,,,,,,,,,,,
598,"Modal Verbs - Definitions",usage_cases,,Beginner,,,,,,,,,,,,,,,
358,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 1",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
359,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 2",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
360,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 3",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
361,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 4",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
362,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 5",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
363,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 6",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
364,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 7",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
365,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 8",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
366,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 9",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
367,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 10",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
368,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 11",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
369,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 12",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
370,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 13",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
371,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 14",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
372,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 15",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
373,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 16",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
374,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 17",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
375,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 18",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
376,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 19",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
377,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 20",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
378,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 21",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
379,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 22",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
380,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 23",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
381,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 24",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
382,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 25",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
383,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 26",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
384,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 27",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
385,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 28",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
386,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 29",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
387,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 30",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
388,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 31",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
389,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 32",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
390,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 33",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
391,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 34",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
392,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 35",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
393,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 36",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
394,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 37",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
395,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 38",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
396,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 39",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
397,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 40",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
398,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 41",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
399,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 42",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
400,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 43",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
401,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 44",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
402,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 45",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
403,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 46",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
404,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 47",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
405,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 48",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
406,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 49",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
407,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 50",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
408,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 51",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
409,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 52",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
410,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 53",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
411,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 54",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
412,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 55",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
413,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 56",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
414,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 57",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
415,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 58",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
416,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 59",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
417,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 60",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
418,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 61",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
419,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 62",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
420,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 63",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
421,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 64",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
422,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 65",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
423,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 66",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
424,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 67",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
425,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 68",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
426,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 69",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
427,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 70",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
428,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 71",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
429,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 72",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
430,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 73",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
431,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 74",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
432,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 75",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
433,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 76",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
434,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 77",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
435,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 78",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
436,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 79",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
437,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 80",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
438,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 81",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
439,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 82",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
440,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 83",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
441,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 84",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
442,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 85",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
443,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 86",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
444,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 87",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
445,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 88",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
446,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 89",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
447,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 90",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
448,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 91",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
449,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 92",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
450,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 93",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
451,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 94",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
452,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 95",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
453,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 96",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
454,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 97",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
455,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 98",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
456,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 99",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
