id,set,set_id,type,title,level,question_text,definition,sentence,opt1,opt2,opt3,opt4,correct_answer,explanation,example1,example2,example3,example4,usage1,tip
703,Verbs - Present & Past Tenses,34,deep_dive,FEEL /fíil/ SENTIR,Beginner,,To experience an emotion \br irregular \br feel; felt; felt \br /fíil/; /félt/; /félt/,,,,,,,,I feel happy. \br He felt ill. \br She has felt this way before.,,,,,
704,Verbs - Present & Past Tenses,34,deep_dive,PUT /pút/ COLOCAR,Beginner,,To place something \br irregular \br put; put; put \br /pút/; /pút/; /pút/,,,,,,,,I put the book down. \br He put on his coat. \br The boxes have been put away.,,,,,
705,Verbs - Present & Past Tenses,34,deep_dive,BRING /bríng/ TRAZER,Beginner,,To carry to a place \br irregular \br bring; brought; brought \br /bríng/; /brót/; /brót/,,,,,,,,I bring my lunch. \br She brought a friend. \br The gifts have been brought inside.,,,,,
706,Verbs - Present & Past Tenses,34,deep_dive,BEGIN /bigín/ COMEÇAR,Beginner,,To start \br irregular \br begin; began; begun \br /bigín/; /bigãn/; /bigãn/,,,,,,,,I begin work at nine. \br The class began late. \br The film has just begun.,,,,,
707,Verbs - Present & Past Tenses,34,deep_dive,THRIVE /thráiv/ PROSPERAR,Advanced,,"To grow or develop well, to be successful \br irregular \br thrive; throve; thriven \br /thráiv/; /thróuv/; /thríven/",,,,,,,,Plants thrive in sunlight. \br The business throve under new management. \br She has thriven in her new role.,,,,,
708,Verbs - Present & Past Tenses,34,deep_dive,GRASP /græsp/ CAPTAR/ AGARRAR,Advanced,,To take hold of something firmly or understand an idea \br regular \br grasp; grasped; grasped \br /græsp/; /græspt/; /græspt/,,,,,,,,He grasped the rope tightly. \br She grasped the concept quickly. \br I have grasped the main points.,,,,,
709,Verbs - Present & Past Tenses,34,deep_dive,UNDERMINE /ander máin/ MINAR,Advanced,,To weaken or damage something gradually \br regular \br undermine; undermined; undermined \br /andermáin/; /andermáind/; /andermáind/,,,,,,,,Lack of sleep undermines your health. \br The scandal undermined public trust. \br His authority has been undermined.,,,,,
710,Verbs - Present & Past Tenses,34,deep_dive,ADVOCATE /ádvokêit/ DEFENDER,Advanced,,To support or recommend something publicly \br regular \br advocate; advocated; advocated \br /ádvokêit/; /ádvokêitid/; /ádvokêitid/,,,,,,,,I advocate for better education. \br She advocated for her client. \br He has advocated that policy for years.,,,,,
711,Verbs - Present & Past Tenses,34,deep_dive,COMPREHEND /kámprihénd/ COMPREENDER,Advanced,,To understand something fully \br regular \br comprehend; comprehended; comprehended \br /kámprihénd/; /kámprihéndid/; /kámprihéndid/,,,,,,,,I cannot comprehend this math problem. \br She comprehended the situation. \br They have comprehended the instructions.,,,,,
712,Verbs - Present & Past Tenses,34,deep_dive,DEDICATE /dédikêit/ DEDICAR,Advanced,,To give all your attention and effort to something \br regular \br dedicate; dedicated; dedicated \br /dédikêit/; /dédikêitid/; /dédikêitid/,,,,,,,,I dedicate my free time to studying. \br She dedicated her life to science. \br He has dedicated his career to teaching.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,ABOLISH /abólísh/ ABOLIR,Advanced,,To officially end a law or system \br regular \br abolish; abolished; abolished \br /abólísh/; /abólísht/; /abólísht/,,,,,,,,The death penalty was abolished. \br He advocated abolishing slavery. \br They have abolished outdated rules.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,ACCEPT /aksépt/ ACEITAR,Intermediate,,To receive willingly \br regular \br accept; accepted; accepted \br /aksépt/; /akséptid/; /akséptid/,,,,,,,,I accept your apology. \br She accepted the job offer. \br He has accepted the terms.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,ACCOMMODATE /akómodeit/ ACOMODAR,Advanced,,To provide space or adjust to needs \br regular \br accommodate; accommodated; accommodated \br /akómodeit/; /akómodeitid/; /akómodeitid/,,,,,,,,This room can accommodate ten people. \br She accommodated her schedule to fit mine. \br The hotel has accommodated all requests.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,ACHIEVE /atchíiv/ ALCANÇAR,Intermediate,,To successfully complete something or reach a goal \br regular \br achieve; achieved; achieved \br /atchíiv/; /atchíivd/; /atchíivd/,,,,,,,,She achieved her dream of becoming a doctor. \br He achieved a high score on the test. \br They have achieved great success.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,ADMIT /admít/ ADMITIR,Intermediate,,To confess or allow entry \br regular \br admit; admitted; admitted \br /admít/; /admítid/; /admítid/,,,,,,,,I admit I made a mistake. \br He admitted breaking the vase. \br She has admitted her guilt.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,ALLEGE /alédj/ ALEGAR,Advanced,,To claim without proof \br regular \br allege; alleged; alleged \br /alédj/; /alédjd/; /alédjd/,,,,,,,,The victim alleges assault. \br He alleged corruption. \br She has alleged misconduct.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,ALTERCATE /áltêrkeit/ ALTERCAR,Advanced,,To argue or dispute heatedly (less common but useful) \br regular \br altercate; altercated; altercated \br /áltêrkeit/; /áltêrkeitid/; /áltêrkeitid/,,,,,,,,The two politicians altercated on live TV. \br They altercated over the bill. \br They have altercated many times.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,AMPLIFY /ámplifai/ AMPLIFICAR,Advanced,,To increase volume or intensity \br regular \br amplify; amplified; amplified \br /ámplifai/; /ámplifaid/; /ámplifaid/,,,,,,,,Speakers amplify sound. \br His fear amplified the danger. \br The signal has been amplified.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,APPRECIATE /apríshieit/ APRECIAR,Intermediate,,To recognize the value of something or be grateful \br regular \br appreciate; appreciated; appreciated \br /apríshieit/; /apríshieitid/; /apríshieitid/,,,,,,,,I appreciate your help. \br She appreciated the gift. \br He has always appreciated good food.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,ARTICULATE /artíkiulêit/ ARTICULAR,Advanced,,To express thoughts or feelings clearly in words \br regular \br articulate; articulated; articulated \br /artíkiulêit/; /artíkiulêitid/; /artíkiulêitid/,,,,,,,,She articulates her ideas very well. \br He articulated the problem clearly. \br They have articulated their concerns.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,ASCERTAIN /asertêin/ AVERIGUAR,Advanced,,To find out for sure \br regular \br ascertain; ascertained; ascertained \br /asertêin/; /asertêind/; /asertêind/,,,,,,,,The detective ascertained the truth. \br He ascertained the cause. \br We have ascertained the facts.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,ASSUAGE /aswêidj/ ALIVIAR,Advanced,,To make an unpleasant feeling less intense \br regular \br assuage; assuaged; assuaged \br /aswêidj/; /aswêidjd/; /aswêidjd/,,,,,,,,Ginger tea assuages nausea. \br He tried to assuage her guilt. \br The apology has assuaged my anger.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,AVOID /avóid/ EVITAR,Intermediate,,To stay away from something or someone \br regular \br avoid; avoided; avoided \br /avóid/; /avóidid/; /avóidid/,,,,,,,,I avoid sugary drinks. \br She avoided answering the question. \br He has avoided conflict his whole life.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,BELIEVE /bilíiv/ ACREDITAR,Intermediate,,To think something is true \br regular \br believe; believed; believed \br /bilíiv/; /bilíivd/; /bilíivd/,,,,,,,,I believe you. \br She believed his story. \br They have believed in him for years.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,BITE /báit/ MORDER,Intermediate,,To cut with teeth \br irregular \br bite; bit; bitten \br /báit/; /bít/; /bíten/,,,,,,,,Dogs bite when scared. \br He bit his tongue. \br She has bitten her nails since childhood.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,BLOW /blôu/ SOPRAR,Intermediate,,To move air or explode \br irregular \br blow; blew; blown \br /blôu/; /blú/; /blôun/,,,,,,,,The wind blows hard. \br He blew out the candles. \br The roof has blown off.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,BORROW /bórou/ PEDIR EMPRESTADO,Intermediate,,To take something with permission to return it later \br regular \br borrow; borrowed; borrowed \br /bórou/; /bóroud/; /bóroud/,,,,,,,,Can I borrow your pen? \br She borrowed a book from the library. \br He has borrowed money from me before.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,BOTHER /bóder/ INCOMODAR,Intermediate,,To annoy or cause trouble \br regular \br bother; bothered; bothered \br /bóder/; /bóderd/; /bóderd/,,,,,,,,Does the noise bother you? \br She was bothered by the flies. \br It has never bothered me.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,BURN /bêrn/ QUEIMAR,Intermediate,,To be on fire or damage with heat \br regular or irregular \br burn; burned/burnt; burned/burnt \br /bêrn/; /bêrnd/ or /bêrnt/; /bêrnd/ or /bêrnt/,,,,,,,,Paper burns easily. \br She burned the toast. \br He has burnt his hand.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,CHOOSE /tchúz/ ESCOLHER,Intermediate,,To pick from options \br irregular \br choose; chose; chosen \br /tchúz/; /tchôuz/; /tchôuzen/,,,,,,,,I choose the red one. \br She chose the blue dress. \br They have chosen a leader.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,CIRCUMVENT /sêrkumvent/ CONTORNAR,Advanced,,To find a way around an obstacle or rule \br regular \br circumvent; circumvented; circumvented \br /sêrkumvent/; /sêrkumventid/; /sêrkumventid/,,,,,,,,We circumvented the traffic by taking back roads. \br He circumvented the security system. \br The law has been circumvented before.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,COERCE /coêrs/ COAGIR,Advanced,,To force someone to do something \br regular \br coerce; coerced; coerced \br /coêrs/; /coêrst/; /coêrst/,,,,,,,,The dictator coerced obedience. \br He coerced her into signing. \br Confessions were coerced by torture.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,COLLABORATE /koláborêit/ COLABORAR,Advanced,,To work together on a project \br regular \br collaborate; collaborated; collaborated \br /koláborêit/; /koláborêitid/; /koláborêitid/,,,,,,,,I collaborate with designers. \br They collaborated on the album. \br Scientists have collaborated across borders.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,COMPLAIN /komplêin/ RECLAMAR,Intermediate,,To express dissatisfaction \br regular \br complain; complained; complained \br /komplêin/; /komplêind/; /komplêind/,,,,,,,,I complain about the weather often. \br He complained about the service. \br She has never complained once.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,CONCEDE /konsíid/ CONCEDER,Advanced,,To admit something is true after denying \br regular \br concede; conceded; conceded \br /konsíid/; /konsíidid/; /konsíidid/,,,,,,,,He finally conceded defeat. \br She conceded that she was wrong. \br The candidate has conceded the election.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,CONCUR /konkêr/ CONCORDAR,Advanced,,To agree with an opinion \br regular \br concur; concurred; concurred \br /konkêr/; /konkêrd/; /konkêrd/,,,,,,,,I concur with your assessment. \br The judges concurred on the winner. \br She has concurred with the decision.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,CONFUSE /konfiúz/ CONFUNDIR,Intermediate,,To make someone unable to think clearly \br regular \br confuse; confused; confused \br /konfiúz/; /konfiúzd/; /konfiúzd/,,,,,,,,The instructions confuse me. \br His explanation confused everyone. \br The two names have confused people for years.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,CONSIDER /konsíder/ CONSIDERAR,Intermediate,,To think about carefully \br regular \br consider; considered; considered \br /konsíder/; /konsíderd/; /konsíderd/,,,,,,,,I consider him a friend. \br She considered all options. \br They have considered moving abroad.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,CONSTRUE /konstrú/ INTERPRETAR,Advanced,,To interpret in a particular way \br regular \br construe; construed; construed \br /konstrú/; /konstrúd/; /konstrúd/,,,,,,,,His silence was construed as guilt. \br She construed my words as criticism. \br The law is strictly construed.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,CONTRADICT /kántradíct/ CONTRADIZER,Advanced,,To deny or oppose what someone said \br regular \br contradict; contradicted; contradicted \br /kántradíct/; /kántradíctid/; /kántradíctid/,,,,,,,,Don't contradict your boss. \br His actions contradicted his words. \br The evidence has contradicted the theory.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,COOK /kúk/ COZINHAR,Intermediate,,To prepare food with heat \br regular \br cook; cooked; cooked \br /kúk/; /kúkt/; /kúkt/,,,,,,,,I cook dinner every night. \br He cooked a feast. \br She has cooked for fifty people.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,DARE /dér/ OUSAR,Intermediate,,To have courage to do something \br regular \br dare; dared; dared \br /dér/; /dérd/; /dérd/,,,,,,,,I dare you to jump. \br He dared to speak up. \br She has never dared to fly.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,DECIDE /disáid/ DECIDIR,Intermediate,,To make a choice \br regular \br decide; decided; decided \br /disáid/; /disáidid/; /disáidid/,,,,,,,,I decide what to eat. \br He decided to quit his job. \br She has decided not to go.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,DELEGATE /délegêit/ DELEGAR,Advanced,,To assign tasks to others \br regular \br delegate; delegated; delegated \br /délegêit/; /délegêitid/; /délegêitid/,,,,,,,,A good leader delegates responsibilities. \br She delegated the report to her assistant. \br He has delegated authority before.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,DEMEAN /dimíin/ REBAIXAR,Advanced,,To lower dignity or reputation \br regular \br demean; demeaned; demeaned \br /dimíin/; /dimíind/; /dimíind/,,,,,,,,Don't demean yourself by lying. \br He demeaned his opponent. \br She has been demeaned by rumors.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,DEMONSTRATE /démonstrêit/ DEMONSTRAR,Advanced,,To show clearly or prove \br regular \br demonstrate; demonstrated; demonstrated \br /démonstrêit/; /démonstrêitid/; /démonstrêitid/,,,,,,,,She demonstrated the new software. \br The experiment demonstrated the theory. \br He has demonstrated great skill.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,DISCERN /disêrn/ DISTINGUIR,Advanced,,To notice or understand something that is not obvious \br regular \br discern; discerned; discerned \br /disêrn/; /disêrnd/; /disêrnd/,,,,,,,,It's hard to discern the difference. \br He discerned a pattern in the data. \br I have discerned a change in her attitude.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,DISPARAGE /dispérédj/ DEPRECIAR,Advanced,,To speak negatively about someone \br regular \br disparage; disparaged; disparaged \br /dispérédj/; /dispérédjd/; /dispérédjd/,,,,,,,,He disparaged her efforts. \br She never disparages others. \br The article has disparaged the community.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,DISSEMINATE /diséminêit/ DISSEMINAR,Advanced,,To spread information widely \br regular \br disseminate; disseminated; disseminated \br /diséminêit/; /diséminêitid/; /diséminêitid/,,,,,,,,The internet disseminates news quickly. \br They disseminated pamphlets. \br False information has been disseminated.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,DREAM /dríim/ SONHAR,Intermediate,,To have dreams while sleeping or hope \br regular or irregular \br dream; dreamed/dreamt; dreamed/dreamt \br /dríim/; /dríimd/ or /drémt/; /dríimd/ or /drémt/,,,,,,,,I dream every night. \br She dreamed of becoming a pilot. \br He has dreamt about you.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,EARN /êrn/ GANHAR,Intermediate,,To get money for work \br regular \br earn; earned; earned \br /êrn/; /êrnd/; /êrnd/,,,,,,,,I earn a salary. \br He earned a promotion. \br She has earned respect.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,ELABORATE /iláberêit/ ELABORAR,Advanced,,To explain in more detail or develop \br regular \br elaborate; elaborated; elaborated \br /iláberêit/; /iláberêitid/; /iláberêitid/,,,,,,,,Could you elaborate on that point? \br He elaborated his plan over hours. \br She has elaborated her theory extensively.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,ELICIT /ilísit/ OBTER/ PROVOCAR,Advanced,,To get information or a reaction from someone \br regular \br elicit; elicited; elicited \br /ilísit/; /ilísitid/; /ilísitid/,,,,,,,,The question elicited no response. \br She elicited a confession from him. \br The survey has elicited useful feedback.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,EMANATE /émanêit/ EMANAR,Advanced,,To come out from a source \br regular \br emanate; emanated; emanated \br /émanêit/; /émanêitid/; /émanêitid/,,,,,,,,Heat emanates from the radiator. \br Confidence emanated from her. \br A strange smell has emanated from the basement.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,EMBELLISH /imbélísh/ EMBAIR,Advanced,,To decorate or exaggerate a story \br regular \br embellish; embellished; embellished \br /imbélísh/; /imbélísht/; /imbélísht/,,,,,,,,She embellished the dress with pearls. \br He embellished the tale. \br The truth has been embellished.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,ENCOMPASS /enkãmpas/ ABRANGER,Advanced,,To include a wide range \br regular \br encompass; encompassed; encompassed \br /enkãmpas/; /enkãmpast/; /enkãmpast/,,,,,,,,The course encompasses history and art. \br His role encompassed many duties. \br The park has encompassed the entire valley.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,ENCOURAGE /inkôredj/ ENCORAJAR,Intermediate,,To give support or confidence \br regular \br encourage; encouraged; encouraged \br /inkôredj/; /inkôredjd/; /inkôredjd/,,,,,,,,My parents encourage me to study. \br She encouraged her friend to apply. \br He has encouraged many young artists.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,ENVY /énvi/ INVEJAR,Intermediate,,To feel jealousy towards someone \br regular \br envy; envied; envied \br /énvi/; /énvid/; /énvid/,,,,,,,,I envy his talent. \br She envied her sister's success. \br He has never envied anyone.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,ERR /êr/ ERRAR,Advanced,,To make a mistake \br regular \br err; erred; erred \br /êr/; /êrd/; /êrd/,,,,,,,,To err is human. \br He erred in his calculations. \br I have erred and I apologize.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,ESCAPE /iskêip/ ESCAPAR,Intermediate,,To get away from a dangerous situation \br regular \br escape; escaped; escaped \br /iskêip/; /iskêipt/; /iskêipt/,,,,,,,,The bird escaped from its cage. \br He escaped the burning building. \br She has escaped death twice.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,EXACERBATE /igzáserbêit/ EXACERBAR,Advanced,,To make a problem worse \br regular \br exacerbate; exacerbated; exacerbated \br /igzáserbêit/; /igzáserbêitid/; /igzáserbêitid/,,,,,,,,Stress exacerbates illness. \br His comment exacerbated the conflict. \br The drought has exacerbated food shortages.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,EXPAND /ikspénd/ EXPANDIR,Intermediate,,To become larger \br regular \br expand; expanded; expanded \br /ikspénd/; /ikspéndid/; /ikspéndid/,,,,,,,,Business expands in summer. \br The universe expanded rapidly. \br The company has expanded to Europe.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,EXPLAIN /iksplêin/ EXPLICAR,Intermediate,,To make something clear \br regular \br explain; explained; explained \br /iksplêin/; /iksplêind/; /iksplêind/,,,,,,,,Can you explain the rule? \br He explained the situation. \br She has explained it many times.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,EXTRICATE /ékstrikêit/ EXTRICAR,Advanced,,To free from a difficult situation \br regular \br extricate; extricated; extricated \br /ékstrikêit/; /ékstrikêitid/; /ékstrikêitid/,,,,,,,,He extricated himself from debt. \br She extricated the cat from the tree. \br The company has been extricated from bankruptcy.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,FACILITATE /fasíliteit/ FACILITAR,Advanced,,To make an action or process easier \br regular \br facilitate; facilitated; facilitated \br /fasíliteit/; /fasíliteitid/; /fasíliteitid/,,,,,,,,The teacher facilitates group discussions. \br Technology facilitated remote work. \br The new system has facilitated communication.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,FADE /fêid/ DESBOTAR,Intermediate,,To lose color or disappear gradually \br regular \br fade; faded; faded \br /fêid/; /fêidid/; /fêidid/,,,,,,,,Jeans fade over time. \br The music faded away. \br Hope has faded.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,FAIL /fêil/ FALHAR,Intermediate,,To be unsuccessful \br regular \br fail; failed; failed \br /fêil/; /fêild/; /fêild/,,,,,,,,I never fail to laugh at that joke. \br He failed the driving test. \br She has failed three times, but tries again.,,,,
,Verbs - Present & Past Tenses,34,deep_dive,FORGIVE /forgúv/ PERDOAR,Intermediate,,To stop feeling anger towards someone \br irregular \br forgive; forgave; forgiven \br /forgúv/; /forgêiv/; /forgíven/,,,,,,,,I forgive you. \br He forgave her mistake. \br She has forgiven him.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,FOSTER /fóster/ FOMENTAR,Advanced,,To encourage the development of something \br regular \br foster; fostered; fostered \br /fóster/; /fóstered/; /fóstered/,,,,,,,,The program fosters creativity. \br They fostered a culture of trust. \br She has fostered many young artists.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,FREEZE /fríiz/ CONGELAR,Intermediate,,To become ice or stop moving \br irregular \br freeze; froze; frozen \br /fríiz/; /frôuz/; /frôuzen/,,,,,,,,Water freezes at 0°C. \br The pipes froze. \br She has frozen the leftovers.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,GARNER /gárner/ OBTER,Advanced,,To collect or gather something \br regular \br garner; garnered; garnered \br /gárner/; /gárnerd/; /gárnerd/,,,,,,,,The film garnered awards. \br He garnered support from the crowd. \br She has garnered praise for her work.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,GATHER /guéder/ REUNIR,Intermediate,,To collect or come together \br regular \br gather; gathered; gathered \br /guéder/; /guéderd/; /guéderd/,,,,,,,,Leaves gather in autumn. \br He gathered evidence. \br We have gathered here today.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,GREET /gríit/ CUMPRIMENTAR,Intermediate,,To welcome someone \br regular \br greet; greeted; greeted \br /gríit/; /gríitid/; /gríitid/,,,,,,,,I greet my neighbours. \br She greeted us warmly. \br He has greeted every guest.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,HANG /hêng/ PENDURAR,Intermediate,,To suspend or attach from above \br regular or irregular \br hang; hanged/hung; hanged/hung \br /hêng/; /hêngd/ or /hãng/; /hêngd/ or /hãng/,,,,,,,,I hang my coat. \br He hung the picture. \br She has hanged the criminal (execution).,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,HIDE /háid/ ESCONDER,Intermediate,,To put or keep out of sight \br irregular \br hide; hid; hidden \br /háid/; /híd/; /híden/,,,,,,,,I hide my diary. \br He hid the key under the mat. \br She has hidden the presents in the closet.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,IMPLEMENT /ímpliment/ IMPLEMENTAR,Advanced,,To put a plan or system into effect \br regular \br implement; implemented; implemented \br /ímpliment/; /ímplimentid/; /ímplimentid/,,,,,,,,We need to implement the new policy. \br They implemented changes last year. \br The strategy has been implemented successfully.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,IMPROVE /imprúv/ MELHORAR,Intermediate,,To get better \br regular \br improve; improved; improved \br /imprúv/; /imprúvd/; /imprúvd/,,,,,,,,Practice improves skills. \br His health improved. \br The weather has improved.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,IMPUGN /impión/ IMPUGNAR,Advanced,,To challenge or dispute \br regular \br impugn; impugned; impugned \br /impión/; /impión/; /impión/,,,,,,,,The lawyer impugned the witness's credibility. \br He impugned my motives. \br Her honesty has never been impugned.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,INCARCERATE /inkárserêit/ ENCARCERAR,Advanced,,To put in prison \br regular \br incarcerate; incarcerated; incarcerated \br /inkárserêit/; /inkárserêitid/; /inkárserêitid/,,,,,,,,The judge incarcerated the criminal. \br He was incarcerated for ten years. \br They have incarcerated innocent people.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,INCUR /inkêr/ INCORRER,Advanced,,To become subject to something unpleasant \br regular \br incur; incurred; incurred \br /inkêr/; /inkêrd/; /inkêrd/,,,,,,,,You may incur extra fees. \br He incurred huge debts. \br She has incurred the wrath of her boss.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,INFORM /infórm/ INFORMAR,Intermediate,,To tell someone about something \br regular \br inform; informed; informed \br /infórm/; /infórmd/; /infórmd/,,,,,,,,Please inform me of any changes. \br He informed the police. \br She has informed her boss already.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,INTERVENE /intervíin/ INTERVIR,Advanced,,To get involved in a situation to change it \br regular \br intervene; intervened; intervened \br /intervíin/; /intervíind/; /intervíind/,,,,,,,,The teacher intervened in the fight. \br He intervened to prevent a disaster. \br The UN has intervened many times.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,INVITE /inváit/ CONVIDAR,Intermediate,,To ask someone to come somewhere \br regular \br invite; invited; invited \br /inváit/; /inváitid/; /inváitid/,,,,,,,,I invite you to my party. \br She invited him to dinner. \br They have invited us three times.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,JEOPARDIZE /djépardáiz/ ARISCAR,Advanced,,To put something at risk of harm \br regular \br jeopardize; jeopardized; jeopardized \br /djépardáiz/; /djépardáizd/; /djépardáizd/,,,,,,,,Don't jeopardize your career. \br He jeopardized the whole mission. \br Her reputation has been jeopardized.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,LEARN /lêrn/ APRENDER,Intermediate,,To gain knowledge \br regular or irregular \br learn; learned/learnt; learned/learnt \br /lêrn/; /lêrnd/ or /lêrnt/; /lêrnd/ or /lêrnt/,,,,,,,,I learn quickly. \br He learned a lot. \br She has learnt French.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,LEND /lend/ EMPRESTAR,Intermediate,,To give something expecting it back \br irregular \br lend; lent; lent \br /lend/; /lent/; /lent/,,,,,,,,I lend money to friends. \br He lent me his car. \br She has lent her book to many people.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,LITIGATE /lí tigueit/ LITIGAR,Advanced,,To take legal action or go to court \br regular \br litigate; litigated; litigated \br /lítigueit/; /lítigueitid/; /lítigueitid/,,,,,,,,They decided to litigate the dispute. \br The case was litigated for years. \br He has litigated similar cases before.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,MANAGE /mánedj/ GERENCIAR,Intermediate,,To be in charge of or succeed in doing something \br regular \br manage; managed; managed \br /mánedj/; /mánedjd/; /mánedjd/,,,,,,,,I manage a team of ten. \br He managed to finish on time. \br She has managed the store for years.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,MISCONSTRUE /miskonstrú/ INTERPRETAR MAL,Advanced,,To interpret incorrectly \br regular \br misconstrue; misconstrued; misconstrued \br /miskonstrú/; /miskonstrúd/; /miskonstrúd/,,,,,,,,Don't misconstrue my silence as agreement. \br He misconstrued her intentions. \br My words have been misconstrued.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,MISTAKE /mistêik/ ERRAR,Intermediate,,To be wrong about something \br irregular \br mistake; mistook; mistaken \br /mistêik/; /mistúk/; /mistêiken/,,,,,,,,I often mistake her for her sister. \br He mistook the salt for sugar. \br She has been mistaken before.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,MISUNDERSTAND /misanderstánd/ ENTENDER MAL,Intermediate,,To fail to understand correctly \br irregular \br misunderstand; misunderstood; misunderstood \br /misanderstánd/; /misanderstúd/; /misanderstúd/,,,,,,,,I often misunderstand instructions. \br He misunderstood my question. \br She has been misunderstood her whole life.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,MITIGATE /mítigueit/ MITIGAR,Advanced,,To make something less severe or harmful \br regular \br mitigate; mitigated; mitigated \br /mítigueit/; /mítigueitid/; /mítigueitid/,,,,,,,,Measures were taken to mitigate risk. \br The medicine mitigated the symptoms. \br The damage has been mitigated by quick action.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,NEGOTIATE /nigóushieit/ NEGOCIAR,Advanced,,To discuss to reach an agreement \br regular \br negotiate; negotiated; negotiated \br /nigóushieit/; /nigóushieitid/; /nigóushieitid/,,,,,,,,They negotiated a peace treaty. \br She negotiated a better salary. \br We have negotiated successfully.,,,,,
