"id","set","set_id","type","title","level","question_text","definition","sentence","opt1","opt2","opt3","opt4","correct_answer","explanation","example1","example2","example3","example4","usage1","tip"
"","English Idioms","40","deep_dive","Do justice to \br Fazer justiça a","Advanced","","To represent accurately and well.","","","","","","","","This photo doesn't do justice to the view. \br The movie did justice to the original book.","","","",""
"","English Idioms","40","deep_dive","Don't put all your eggs in one basket \br Não colocar todos os ovos na mesma cesta","Advanced","","Don't risk everything on one thing.","","","","","","","","Invest in different assets – don't put all eggs in one basket. \br Apply to several universities, not just one. Don't put all your eggs in one basket.","","","",""
"","English Idioms","40","deep_dive","Drive a hard bargain \br Negociar duro","Advanced","","To negotiate aggressively.","","","","","","","","She drove a hard bargain and got a discount. \br He's known for driving a hard bargain, but he's fair.","","","",""
"","English Idioms","40","deep_dive","Drop in the bucket \br Gota no oceano","Advanced","","A very small amount.","","","","","","","","Our donation is a drop in the bucket. \br Ten dollars is a drop in the bucket compared to what we need.","","","",""
"","English Idioms","40","deep_dive","Eleventh hour \br Última hora","Advanced","","At the last possible moment.","","","","","","","","They reached an agreement at the eleventh hour. \br The rescue team arrived at the eleventh hour.","","","",""
"","English Idioms","40","deep_dive","Every Tom Dick and Harry \br Todo Zé, Mané e Joaquim","Advanced","","Any ordinary person.","","","","","","","","This hotel is for everyone, not every Tom, Dick and Harry. \br You can't let every Tom, Dick and Harry into your private office.","","","",""
"","English Idioms","40","deep_dive","Get your ducks in a row \br Colocar as coisas em ordem","Advanced","","To get organized.","","","","","","","","Before you launch, get your ducks in a row. \br We need to get our ducks in a row before presenting the proposal.","","","",""
"","English Idioms","40","deep_dive","Give the cold shoulder \br Dar gelo","Advanced","","To ignore deliberately.","","","","","","","","She gave me the cold shoulder after the argument. \br When I said hello, he gave me the cold shoulder.","","","",""
"","English Idioms","40","deep_dive","Go for broke \br Arriscar tudo","Advanced","","To risk everything in an all-out effort.","","","","","","","","It's the final round – go for broke! \br He went for broke and invested his life savings in the business.","","","",""
"","English Idioms","40","deep_dive","Have a lot on your plate \br Ter muito prato (estar sobrecarregado)","Advanced","","To have many responsibilities.","","","","","","","","I can't help – I have a lot on my plate. \br She has a lot on her plate with work and school.","","","",""
"","English Idioms","40","deep_dive","Hear it on the grapevine \br Ouvir no boca a boca","Advanced","","To hear a rumor.","","","","","","","","I heard on the grapevine that you're leaving. \br He heard on the grapevine that the company was being sold.","","","",""
"","English Idioms","40","deep_dive","Hold your horses \br Segurar os cavalos","Advanced","","To be patient.","","","","","","","","Hold your horses – we can't leave yet. \br The teacher told the excited students to hold their horses.","","","",""
"","English Idioms","40","deep_dive","If the shoe fits wear it \br Se a carapuça serviu veste","Advanced","","If a criticism applies to you, accept it.","","","","","","","","I'm not saying you're lazy, but if the shoe fits... \br He was offended by the comment about dishonesty – well, if the shoe fits...","","","",""
"","English Idioms","40","deep_dive","Jump on the bandwagon \br Ir na onda","Advanced","","To join a popular trend.","","","","","","","","Many brands jumped on the sustainability bandwagon. \br After the movie became a hit, everyone jumped on the bandwagon.","","","",""
"","English Idioms","40","deep_dive","Keep your chin up \br Manter a cabeça erguida","Advanced","","To stay optimistic.","","","","","","","","Keep your chin up – things will improve. \br Even after losing the match, he kept his chin up.","","","",""
"","English Idioms","40","deep_dive","Kill two birds with one stone \br Matar dois coelhos com uma só cajadada","Advanced","","To achieve two things with one action.","","","","","","","","I'll shop on the way home – kill two birds with one stone. \br By studying while commuting, she kills two birds with one stone.","","","",""
"","English Idioms","40","deep_dive","Leave no stone unturned \br Virar todas as pedras","Advanced","","To search everywhere.","","","","","","","","The police left no stone unturned. \br We'll leave no stone unturned to find the missing dog.","","","",""
"","English Idioms","40","deep_dive","Let sleeping dogs lie \br Não mexer em vespeiro","Advanced","","To avoid reopening old problems.","","","","","","","","Don't ask about their divorce – let sleeping dogs lie. \br I wanted to confront him, but my friend said to let sleeping dogs lie.","","","",""
"","English Idioms","40","deep_dive","Make ends meet \br Fazer as contas fecharem","Advanced","","To have just enough money.","","","","","","","","With two jobs, we barely make ends meet. \br Many families struggle to make ends meet.","","","",""
"","English Idioms","40","deep_dive","Make hay while the sun shines \br Fazer feno enquanto o sol brilha","Advanced","","To take advantage of good conditions.","","","","","","","","Sales are high – make hay while the sun shines. \br The weather is perfect, so let's make hay while the sun shines and finish the outdoor work.","","","",""
"","English Idioms","40","deep_dive","Off the record \br Em off (não oficial)","Advanced","","Not for public attribution.","","","","","","","","He told me off the record that the CEO is leaving. \br The minister spoke off the record to the journalist.","","","",""
"","English Idioms","40","deep_dive","On cloud nine \br Nas nuvens","Advanced","","Extremely happy.","","","","","","","","She's been on cloud nine since her wedding. \br When he got the promotion, he was on cloud nine.","","","",""
"","English Idioms","40","deep_dive","On thin ice \br Pisar em ovos","Advanced","","In a risky situation.","","","","","","","","You're on thin ice with your boss. \br After his third warning, he knew he was on thin ice.","","","",""
"","English Idioms","40","deep_dive","Once bitten twice shy \br Gato escaldado tem medo de água fria","Advanced","","After a bad experience, you're cautious.","","","","","","","","He won't lend money again – once bitten, twice shy. \br She never invests in risky stocks after losing money – once bitten, twice shy.","","","",""
"","English Idioms","40","deep_dive","Out of the blue \br Do nada","Advanced","","Unexpectedly.","","","","","","","","She called me out of the blue after ten years. \br The job offer came out of the blue.","","","",""
"","English Idioms","40","deep_dive","Play devil's advocate \br Advogado do diabo","Advanced","","To argue the opposite side for debate.","","","","","","","","I agree, but let me play devil's advocate. \br He often plays devil's advocate to challenge our assumptions.","","","",""
"","English Idioms","40","deep_dive","Pull yourself together \br Se recompor","Advanced","","To regain self-control.","","","","","","","","Stop crying – pull yourself together. \br After the shock, he needed a moment to pull himself together.","","","",""
"","English Idioms","40","deep_dive","Rain on someone's parade \br Estragar a festa","Advanced","","To spoil someone's pleasure.","","","","","","","","Sorry to rain on your parade, but we need to work. \br I don't want to rain on your parade, but that plan has some problems.","","","",""
"","English Idioms","40","deep_dive","Sit on the fence \br Ficar em cima do muro","Advanced","","To be undecided.","","","","","","","","You can't sit on the fence – choose a side. \br Politicians often sit on the fence to avoid controversy.","","","",""
"","English Idioms","40","deep_dive","Skeleton in the closet \br Esqueleto no armário","Advanced","","A hidden secret.","","","","","","","","Every politician has a skeleton in the closet. \br He was afraid someone would discover the skeleton in his closet.","","","",""
"","English Idioms","40","deep_dive","Spill the beans \br Derramar o feijão (contar segredo)","Advanced","","To reveal a secret.","","","","","","","","Who spilled the beans about the surprise party? \br I trusted her not to spill the beans, but she told everyone.","","","",""
"","English Idioms","40","deep_dive","The tip of the iceberg \br A ponta do iceberg","Advanced","","Only a small part of a larger problem.","","","","","","","","The scandals are just the tip of the iceberg. \br The budget cuts we saw are only the tip of the iceberg.","","","",""
"","English Idioms","40","deep_dive","Throw caution to the wind \br Jogar cautela ao vento","Advanced","","To act recklessly.","","","","","","","","He threw caution to the wind and quit his job. \br Sometimes you have to throw caution to the wind and take a risk.","","","",""
"","English Idioms","40","deep_dive","Up in the air \br No ar","Advanced","","Uncertain.","","","","","","","","Our travel plans are still up in the air. \br The future of the project remains up in the air.","","","",""
"","English Idioms","40","deep_dive","Walk on eggshells \br Pisar em ovos","Advanced","","To act carefully to avoid upsetting someone.","","","","","","","","I walk on eggshells around my boss. \br Since their argument, they've been walking on eggshells around each other.","","","",""
"","English Idioms","40","deep_dive","When it rains it pours \br Desgraça pouca é bobagem","Advanced","","Problems come all at once.","","","","","","","","First the car broke, then I got sick – when it rains, it pours. \br He lost his job, his wife left him, and then his house flooded. When it rains, it pours.","","","",""
"","English Idioms","40","deep_dive","You can't have your cake and eat it too \br Não dá para ter o bolo e comê-lo","Advanced","","You cannot have two incompatible things.","","","","","","","","You want low taxes and great services – you can't have your cake and eat it too. \br He wants to travel the world and save money at the same time – you can't have your cake and eat it too.","","","",""
"","English Idioms","40","deep_dive","A drop in the ocean \br Gota no oceano","Advanced","","Very small compared to what is needed.","","","","","","","","Our effort is a drop in the ocean. \br A hundred dollars is a drop in the ocean for that project.","","","",""
"","English Idioms","40","deep_dive","A fool's errand \br Missão impossível","Advanced","","A pointless task.","","","","","","","","Trying to convince him is a fool's errand. \br Fixing that old car would be a fool's errand – it's beyond repair.","","","",""
"","English Idioms","40","deep_dive","A leopard can't change its spots \br Pau que nasce torto nunca se endireita","Advanced","","People cannot change their nature.","","","","","","","","He's still dishonest – a leopard can't change its spots. \br You think he'll stop lying? A leopard can't change its spots.","","","",""
"","English Idioms","40","deep_dive","A wolf in sheep's clothing \br Lobo em pele de cordeiro","Advanced","","A dangerous person pretending to be harmless.","","","","","","","","Beware of him – he's a wolf in sheep's clothing. \br The charming stranger turned out to be a wolf in sheep's clothing.","","","",""
"","English Idioms","40","deep_dive","Achilles' heel \br Calcanhar de Aquiles","Advanced","","A vulnerable spot.","","","","","","","","His poor eyesight is his Achilles' heel. \br For all his talent, his temper is his Achilles' heel.","","","",""
"","English Idioms","40","deep_dive","Barking up the wrong tree \br Latir para a árvore errada","Advanced","","To be mistaken about the source.","","","","","","","","If you think I stole it, you're barking up the wrong tree. \br The police were barking up the wrong tree with their main suspect.","","","",""
"","English Idioms","40","deep_dive","Beat around the bush \br Enrolar","Advanced","","To avoid the point.","","","","","","","","Stop beating around the bush – tell me directly. \br He always beats around the bush when asked about his plans.","","","",""
"","English Idioms","40","deep_dive","Bed of roses \br Mar de rosas","Advanced","","An easy pleasant situation.","","","","","","","","Life isn't a bed of roses. \br Running a business is no bed of roses, but it's rewarding.","","","",""
"","English Idioms","40","deep_dive","Beyond the pale \br Fora dos limites","Advanced","","Unacceptable.","","","","","","","","His behavior was beyond the pale. \br That kind of insult is beyond the pale in a professional setting.","","","",""
"","English Idioms","40","deep_dive","Bite your tongue \br Morder a língua","Advanced","","To stop yourself from speaking.","","","","","","","","I had to bite my tongue to not yell. \br When he criticized my work, I bit my tongue and stayed quiet.","","","",""
"","English Idioms","40","deep_dive","Blow off steam \br Desabafar","Advanced","","To release stress.","","","","","","","","He goes for a run to blow off steam. \br After a long day, she calls a friend to blow off steam.","","","",""
"","English Idioms","40","deep_dive","By the same token \br Pela mesma razão","Advanced","","For the same reason.","","","","","","","","He is lazy; by the same token, he's unreliable. \br She's very talented; by the same token, she's also very demanding.","","","",""
"","English Idioms","40","deep_dive","Call a spade a spade \br Dar nome aos bois","Advanced","","To speak bluntly.","","","","","","","","I like her because she calls a spade a spade. \br Let's call a spade a spade – the project failed because of poor leadership.","","","",""
"","English Idioms","40","deep_dive","Can't see the forest for the trees \br Ver a árvore e não a floresta","Advanced","","To miss the big picture.","","","","","","","","You're too focused on details – you can't see the forest for the trees. \br His obsession with minor mistakes meant he couldn't see the forest for the trees.","","","",""
"","English Idioms","40","deep_dive","Carry weight \br Ter peso / influência","Advanced","","To be influential.","","","","","","","","His opinion carries weight. \br When she speaks, her words carry weight because of her experience.","","","",""
"","English Idioms","40","deep_dive","Champ at the bit \br Estar ansioso para começar","Advanced","","To be eager to start.","","","","","","","","The team was champing at the bit to begin. \br The horses were champing at the bit before the race.","","","",""
"","English Idioms","40","deep_dive","Close but no cigar \br Quase, mas não foi dessa vez","Advanced","","Nearly succeeded but not quite.","","","","","","","","Your guess was close but no cigar. \br He almost won the competition – close but no cigar.","","","",""
"","English Idioms","40","deep_dive","Cross that bridge when you come to it \br Atravessar a ponte quando chegar nela","Advanced","","To deal with problems when they occur.","","","","","","","","Worry later – we'll cross that bridge when we come to it. \br I don't know what will happen if we fail, but I'll cross that bridge when I come to it.","","","",""
"","English Idioms","40","deep_dive","Cut the mustard \br Dar conta do recado","Advanced","","To meet expectations.","","","","","","","","He doesn't cut the mustard as a manager. \br If you can't cut the mustard, you'll be replaced.","","","",""
"","English Idioms","40","deep_dive","Die hard \br Morrer difícil (teimoso)","Advanced","","To be resistant to change.","","","","","","","","Old habits die hard. \br His prejudices die hard; he still won't accept the new policy.","","","",""
"","English Idioms","40","deep_dive","Don't count your chickens before they hatch \br Não contar com o ovo no cu da galinha","Advanced","","Don't assume success too early.","","","","","","","","You haven't got the job yet – don't count your chickens. \br She's already planning how to spend her bonus, but she should not count her chickens before they hatch.","","","",""
"","English Idioms","40","deep_dive","Dutch courage \br Coragem da cachaça","Advanced","","Courage from alcohol.","","","","","","","","He had a beer for Dutch courage. \br Some people need Dutch courage before speaking in public.","","","",""
"","English Idioms","40","deep_dive","Eleventh hour \br Última hora","Advanced","","The last possible moment.","","","","","","","","The rescue came at the eleventh hour. \br They signed the deal at the eleventh hour.","","","",""
"","English Idioms","40","deep_dive","Flesh and blood \br Carne e sangue","Advanced","","Human nature or relatives.","","","","","","","","I have to help my own flesh and blood. \br It's only flesh and blood to feel angry in that situation.","","","",""
"","English Idioms","40","deep_dive","For all the tea in China \br Nem por todo o ouro do mundo","Advanced","","Not for anything.","","","","","","","","I wouldn't do it for all the tea in China. \br He wouldn't apologize for all the tea in China.","","","",""
"","English Idioms","40","deep_dive","Get the short end of the stick \br Levar a pior","Advanced","","To receive unfair treatment.","","","","","","","","I always get the short end of the stick. \br In the divorce, he got the short end of the stick.","","","",""
"","English Idioms","40","deep_dive","Give the shirt off your back \br Dar a camisa","Advanced","","To be extremely generous.","","","","","","","","He'd give the shirt off his back to a stranger. \br She's so kind – she would give the shirt off her back to help anyone.","","","",""
"","English Idioms","40","deep_dive","Go out on a limb \br Arriscar-se","Advanced","","To take a risk.","","","","","","","","I'll go out on a limb and say he'll win. \br The manager went out on a limb to approve the risky project.","","","",""
"","English Idioms","40","deep_dive","Hit the ground running \br Começar a todo vapor","Advanced","","To start something with enthusiasm and skill.","","","","","","","","She hit the ground running on day one. \br The new employee hit the ground running and finished the task early.","","","",""
"","English Idioms","40","deep_dive","In a nutshell \br Em poucas palavras","Advanced","","To summarize.","","","","","","","","In a nutshell, we lost. \br To put it in a nutshell, the project was a failure.","","","",""
"","English Idioms","40","deep_dive","In the heat of the moment \br No calor do momento","Advanced","","When emotions are high.","","","","","","","","I said that in the heat of the moment. \br He didn't mean to insult you – it was in the heat of the moment.","","","",""
"","English Idioms","40","deep_dive","Jump the gun \br Queimar a largada","Advanced","","To start too early.","","","","","","","","They jumped the gun and released the product before testing. \br Don't jump the gun – wait for the official announcement.","","","",""
"","English Idioms","40","deep_dive","Let the chips fall where they may \br Deixe as coisas acontecerem","Advanced","","To not worry about consequences.","","","","","","","","I'll do my best and let the chips fall where they may. \br She spoke the truth and let the chips fall where they may.","","","",""
"","English Idioms","40","deep_dive","Live and let live \br Viva e deixe viver","Advanced","","To tolerate others' differences.","","","","","","","","We have different lifestyles – live and let live. \br He doesn't agree with their choices, but he believes in live and let live.","","","",""
"","English Idioms","40","deep_dive","Make a mountain out of a molehill \br Transformar um grão de areia em montanha","Advanced","","To exaggerate a small problem.","","","","","","","","Calm down – you're making a mountain out of a molehill. \br She's making a mountain out of a molehill over a minor typo.","","","",""
"","English Idioms","40","deep_dive","Not all that glitters is gold \br Nem tudo que reluz é ouro","Advanced","","Appearance can be deceptive.","","","","","","","","The job looks great, but not all that glitters is gold. \br The fancy car broke down after a week – not all that glitters is gold.","","","",""
"","English Idioms","40","deep_dive","Play hard to get \br Fazer-se de difícil","Advanced","","To pretend disinterest to attract.","","","","","","","","He's playing hard to get, but he likes her. \br If you play hard to get, they might become more interested.","","","",""
"","English Idioms","40","deep_dive","Put your foot in your mouth \br Meter os pés pelas mãos","Advanced","","To say something embarrassing.","","","","","","","","I put my foot in my mouth by asking about her ex. \br He really put his foot in his mouth when he commented on her weight.","","","",""
"","English Idioms","40","deep_dive","Rain check \br Deixar para outra hora","Advanced","","To postpone an invitation.","","","","","","","","Can I take a rain check on dinner? \br I'm busy tonight – can I take a rain check?","","","",""
"","English Idioms","40","deep_dive","Read between the lines \br Ler nas entrelinhas","Advanced","","To understand hidden meaning.","","","","","","","","His email was friendly, but reading between the lines, he's angry. \br If you read between the lines, she's actually asking for help.","","","",""
"","English Idioms","40","deep_dive","Rome wasn't built in a day \br Roma não foi construída num dia","Advanced","","Big achievements take time.","","","","","","","","Be patient – Rome wasn't built in a day. \br Don't expect to become fluent in a month; Rome wasn't built in a day.","","","",""
"","English Idioms","40","deep_dive","Rub salt in the wound \br Esfregar sal na ferida","Advanced","","To make a painful situation worse.","","","","","","","","He laughed about my failure – rubbing salt in the wound. \br After she lost her job, they asked about her salary – that just rubbed salt in the wound.","","","",""
"","English Idioms","40","deep_dive","Sit on your hands \br Ficar de braços cruzados","Advanced","","To do nothing when action is needed.","","","","","","","","The government sat on its hands during the crisis. \br We can't just sit on our hands while the problem gets worse.","","","",""
"","English Idioms","40","deep_dive","The pot calling the kettle black \br O sujo falando do mal lavado","Advanced","","Hypocrisy.","","","","","","","","He called me lazy – that's the pot calling the kettle black. \br She accused him of being messy – talk about the pot calling the kettle black.","","","",""
"","English Idioms","40","deep_dive","Throw someone under the bus \br Jogar alguém na fogueira","Advanced","","To betray for personal gain.","","","","","","","","He blamed his colleague to save himself – threw him under the bus. \br I trusted him, but he threw me under the bus to get a promotion.","","","",""
"","English Idioms","40","deep_dive","Turn a blind eye \br Fazer vista grossa","Advanced","","To ignore intentionally.","","","","","","","","The teacher turned a blind eye to the phone use. \br The guard turned a blind eye when the children snuck in.","","","",""
"","English Idioms","40","deep_dive","Up the creek without a paddle \br Em apuros sem saída","Advanced","","In trouble with no solution.","","","","","","","","If the car breaks down, we'll be up the creek without a paddle. \br Without the loan, the company is up the creek without a paddle.","","","",""
"","English Idioms","40","deep_dive","Wear your heart on your sleeve \br Usar o coração na manga","Advanced","","To show emotions openly.","","","","","","","","She wears her heart on her sleeve – you always know how she feels. \br He doesn't hide his feelings; he wears his heart on his sleeve.","","","",""
"","English Idioms","40","deep_dive","When in Rome do as the Romans do \br Em Roma seja como os romanos","Advanced","","Adapt to local customs.","","","","","","","","We eat dinner late here – when in Rome... \br When travelling, it's best to follow local customs – when in Rome, do as the Romans do.","","","",""
"","English Idioms","40","deep_dive","You can't judge a book by its cover \br Não julgue o livro pela capa","Advanced","","Appearances are misleading.","","","","","","","","He looks rough, but you can't judge a book by its cover. \br The hotel looked shabby outside, but the rooms were lovely – you can't judge a book by its cover.","","","",""
