set_id,title,pattern_type,level,question_text,content_data
3,"SHOULD HAVE - Expressing Regret",deep_dive,Intermediate,"Using SHOULD HAVE to talk about past mistakes and regrets","{""bullets"":[""SHOULD HAVE = past advice that wasn't followed = regret"",""'I should have studied more for the test' (but I didn't - now I regret it)"",""'She should have called me' (she didn't - I'm upset about it)"",""SHOULDN'T HAVE = past action that was a bad idea = negative regret"",""'I shouldn't have eaten that much pizza' (I ate it - now I feel sick)"",""'You shouldn't have told her my secret' (you told her - now everyone knows)"",""In Brazilian Portuguese: 'eu deveria ter feito' matches this exactly"",""Common mistake: using the simple past instead of the past participle"",""❌ I should have went to the doctor"",""✅ I should have gone to the doctor"",""❌ She should have called me"",""✅ She should have called me (called is correct - it's the past participle)""],""explanation"":""The modal perfect is how English expresses possibility, ability, and regret in the past. The structure is always MODAL + HAVE + PAST PARTICIPLE. The past participle never changes - the modal tells you the time and meaning.""}"
3,"COULD HAVE - Lost Opportunities",deep_dive,Intermediate,"Using COULD HAVE to talk about past possibilities that didn't happen","{""bullets"":[""COULD HAVE = something was possible in the past, but it didn't happen"",""'You could have asked me for help' (you didn't ask - but I was available)"",""'We could have won the game' (we lost - but it was possible to win)"",""'I could have been a doctor' (I chose a different career - but I had the ability)"",""COULDN'T HAVE = something was impossible in the past"",""'She couldn't have stolen the money - she was with me all day' (impossible)"",""'He couldn't have known about the surprise party' (he didn't know - impossible)"",""Common in excuses and explanations: 'I could have called, but my phone died'"",""Different from WOULD HAVE (conditional outcome) and MIGHT HAVE (less certain)""],""explanation"":""COULD HAVE is about unrealized potential. The ability existed, but the action didn't happen. In Brazilian Portuguese: 'eu poderia ter feito' (but I didn't).""}"
4,"Simple Present - When to Use It",usage_cases,Beginner,"The four main uses of Simple Present tense","{""usage1"":""Habits and Routines (ações habituais)"",""example1a"":""I wake up at 7 AM every day."",""example1b"":""She drinks coffee every morning."",""usage2"":""General Truths and Facts (verdades universais)"",""example2a"":""Water boils at 100 degrees Celsius."",""example2b"":""The Earth revolves around the Sun."",""usage3"":""Fixed Schedules (horários fixos)"",""example3a"":""The train leaves at 6 PM."",""example3b"":""The movie starts at 8:30."",""usage4"":""Narrative Present (resumo de filmes/livros)"",""example4"":""In the final chapter, the detective discovers the truth.""}"
4,"Simple Present - Formation Rules",formula_table,Beginner,"How to form affirmative, negative, and question sentences","{""formula"":""Subject + base verb (+ -s for he/she/it)"",""affirmative"":""I work / You work / He works / She works / It works / We work / They work"",""negative"":""I don't work / He doesn't work / They don't work"",""question"":""Do you work? / Does she work? / Do they work?"",""conjugations"":[{""person"":""I"",""aff"":""I work"",""neg"":""I don't work"",""ques"":""Do I work?""},{""person"":""You"",""aff"":""You work"",""neg"":""You don't work"",""ques"":""Do you work?""},{""person"":""He/She/It"",""aff"":""He works / She works / It works"",""neg"":""He doesn't work"",""ques"":""Does he work?""},{""person"":""We"",""aff"":""We work"",""neg"":""We don't work"",""ques"":""Do we work?""},{""person"":""They"",""aff"":""They work"",""neg"":""They don't work"",""ques"":""Do they work?""}]}"
4,"Simple Present - Spelling Rules for -s/-es",deep_dive,Beginner,"How to add -s or -es to verbs for he/she/it","{""bullets"":[""Most verbs: just add -s (eat → eats, read → reads)"",""Verbs ending in -ss, -sh, -ch, -x, -o: add -es (kiss → kisses, wash → washes, watch → watches, fix → fixes, go → goes)"",""Verbs ending in consonant + -y: change y to i and add -es (study → studies, cry → cries, fly → flies)"",""Verbs ending in vowel + -y: just add -s (play → plays, enjoy → enjoys, say → says)"",""Common irregulars: have → has, do → does, be → is""],""explanation"":""The third person -s is the only conjugation in Simple Present. Unlike Portuguese, you don't change the verb for each person - only for he/she/it. This makes English simpler!""}"
4,"Present Continuous - When to Use It",usage_cases,Beginner,"The five main uses of Present Continuous tense","{""usage1"":""Action happening RIGHT NOW (no momento da fala)"",""example1a"":""I am reading this explanation right now."",""example1b"":""Look! It is snowing outside."",""usage2"":""Temporary situation (situação temporária)"",""example2a"":""I am staying with a friend this week."",""example2b"":""She is reading a great book at the moment."",""usage3"":""Changing/developing situation (tendências)"",""example3a"":""The cost of living is increasing rapidly."",""example3b"":""My English is getting better every day."",""usage4"":""Future arrangement (plano fixo para o futuro)"",""example4a"":""We are meeting the clients at 7:30 tomorrow."",""example4b"":""I am flying to São Paulo next Monday."",""usage5"":""Annoyance with 'always' (crítica com 'sempre')"",""example5"":""He is always losing his keys! (irritation)""}"
4,"Present Continuous - Formation Rules",formula_table,Beginner,"How to form affirmative, negative, and question sentences with -ing","{""formula"":""Subject + am/is/are + verb-ing"",""affirmative"":""I am working / You are working / He is working / She is working / It is working / We are working / They are working"",""negative"":""I am not working / He isn't working / They aren't working"",""question"":""Am I working? / Is she working? / Are they working?"",""conjugations"":[{""person"":""I"",""aff"":""I am working"",""neg"":""I am not working"",""ques"":""Am I working?""},{""person"":""You"",""aff"":""You are working"",""neg"":""You aren't working"",""ques"":""Are you working?""},{""person"":""He/She/It"",""aff"":""He is working"",""neg"":""He isn't working"",""ques"":""Is he working?""},{""person"":""We"",""aff"":""We are working"",""neg"":""We aren't working"",""ques"":""Are we working?""},{""person"":""They"",""aff"":""They are working"",""neg"":""They aren't working"",""ques"":""Are they working?""}]}"
4,"Present Continuous - Spelling Rules for -ING",deep_dive,Beginner,"How to add -ing to verbs correctly","{""bullets"":[""Most verbs: just add -ing (eat → eating, read → reading)"",""Verbs ending in silent -e: drop the -e, add -ing (make → making, dance → dancing, write → writing)"",""Exception: verbs ending in -ee: keep both (see → seeing, agree → agreeing)"",""CVC (consonant-vowel-consonant) one-syllable: double last consonant (sit → sitting, run → running, stop → stopping)"",""Verbs ending in -ie: change to -y (lie → lying, die → dying, tie → tying)"",""Two-syllable verbs: double if stress is on last syllable (begin → beginning, but open → opening)""],""explanation"":""The -ing form is also called the present participle. It's used not only in Present Continuous but also after verbs like 'enjoy', 'finish', and 'mind' (I enjoy swimming, I finished reading).""}"
4,"Simple Present vs Present Continuous - The Critical Difference",deep_dive,Intermediate,"Understanding when to use each tense, especially for Portuguese speakers","{""bullets"":[""SIMPLE PRESENT = permanent, habitual, general truth (permanente, habitual, verdade geral)"",""PRESENT CONTINUOUS = temporary, in progress, happening now (temporário, em progresso, acontecendo agora)"",""Portuguese uses the same tense for both: 'Eu estudo inglês' (habitual) and 'Eu estudo inglês agora' (in progress)"",""English forces you to choose: 'I study English' (habitual) vs 'I am studying English now' (in progress)"",""Compare these pairs:"",""'I work at a bank' = permanent job (Simple Present)"",""'I am working on a special project' = temporary (Present Continuous)"",""'She lives in London' = permanent home (Simple Present)"",""'She is staying with friends' = temporary (Present Continuous)"",""'He always loses his keys' = neutral fact (Simple Present)"",""'He is always losing his keys' = complaint/annoyance (Present Continuous)""],""explanation"":""This is the biggest difference between English and Portuguese present tenses! In Portuguese, you use the same tense for both. In English, you MUST choose based on whether something is permanent/habitual (Simple) or temporary/in progress (Continuous).""}"
5,"Stative Verbs - The Exception to Continuous",formula_table,Intermediate,"Verbs that describe states, not actions - never use them in continuous form","{""formula"":""Stative verbs = NO -ing form. Use Simple Present instead."",""affirmative"":""I know the answer. (NOT: I am knowing)"",""negative"":""I don't understand. (NOT: I am not understanding)"",""question"":""Do you believe me? (NOT: Are you believing?)"",""conjugations"":[{""person"":""Mental states (thoughts)"",""aff"":""I know / believe / understand / remember / think (opinion)"",""neg"":""I don't remember"",""ques"":""Do you understand?""},{""person"":""Emotional states (feelings)"",""aff"":""I love / hate / like / want / need / prefer"",""neg"":""I don't like it"",""ques"":""Do you want some?""},{""person"":""Sensory perception"",""aff"":""I see / hear / smell / taste / feel"",""neg"":""I don't see it"",""ques"":""Do you hear that?""},{""person"":""Possession"",""aff"":""I have (own) / belong / own / possess"",""neg"":""I don't have it"",""ques"":""Do you have a car?""},{""person"":""State of being"",""aff"":""I am / seem / appear / cost / weigh"",""neg"":""It doesn't cost much"",""ques"":""Does it seem right?""}]}"
5,"Stative Verb Categories - Complete List",usage_cases,Intermediate,"Five categories of stative verbs with detailed examples","{""usage1"":""Mental States (cognition, belief)"",""example1a"":""know, believe, understand, remember, forget, think (opinion)"",""example1b"":""mean, suppose, realize, recognize, doubt"",""usage2"":""Emotional States (feelings, desire)"",""example2a"":""like, love, hate, want, need, prefer, wish, desire"",""example2b"":""appreciate, care, envy, fear, forgive, respect"",""usage3"":""Sensory Perception (involuntary senses)"",""example3a"":""see, hear, smell, taste, feel (involuntary)"",""example3b"":""'I see a bird' vs 'I am seeing the doctor' (different meaning!)"",""usage4"":""Possession and Relationship"",""example4a"":""have (possess), own, possess, belong, include, contain"",""example4b"":""consist of, depend on, concern, involve"",""usage5"":""State of Being and Appearance"",""example5a"":""be, seem, appear, look (appearance), sound, resemble"",""example5b"":""cost, weigh, measure, equal""}"
5,"Dynamic Verbs - The Exceptions (Two Meanings)",deep_dive,Intermediate,"Verbs that can be stative OR dynamic depending on meaning","{""bullets"":[""THINK - stative (opinion): 'I think it's a good idea' (NO -ing)"",""THINK - dynamic (mental process): 'I am thinking about the question' (-ing OK)"",""HAVE - stative (possess): 'She has a car' (NO -ing)"",""HAVE - dynamic (experience/consume): 'She is having lunch / a shower' (-ing OK)"",""SEE - stative (sight): 'I see a rainbow' (NO -ing)"",""SEE - dynamic (meet): 'I am seeing the doctor tomorrow' (-ing OK)"",""TASTE - stative (flavor): 'This milk tastes sour' (NO -ing)"",""TASTE - dynamic (sample): 'The chef is tasting the sauce' (-ing OK)"",""SMELL - stative (odor): 'The flowers smell lovely' (NO -ing)"",""SMELL - dynamic (sniff): 'The dog is smelling the ground' (-ing OK)"",""FEEL - stative (texture): 'Velvet feels soft' (NO -ing)"",""FEEL - dynamic (touch/emotion): 'I am feeling the fabric / much better' (-ing OK)""],""explanation"":""These verbs are tricky because their meaning changes. When they describe a state (opinion, possession, involuntary perception), use Simple Present. When they describe an action (mental process, experience, voluntary action), you can use Present Continuous.""}"
5,"The Verb ENJOY - Special Case",usage_cases,Intermediate,"Why ENJOY is different from other emotion verbs","{""usage1"":""Although ENJOY describes a feeling, it is DYNAMIC"",""example1a"":""I enjoy playing tennis. (Simple Present for general fact)"",""example1b"":""I am enjoying this party very much. (Present Continuous for current experience)"",""usage2"":""Compare with other emotion verbs"",""example2a"":""I love this song. (stative - NO continuous: ❌ I am loving)"",""example2b"":""I am enjoying this song. (dynamic - continuous OK)"",""teacher_note"":""Because 'enjoy' implies ACTIVE, conscious appreciation of an ongoing experience, it works in the continuous form. 'Love' and 'like' are passive states - they don't take continuous.""}"
5,"Special ""To Be"" - Permanent vs Temporary Behavior",deep_dive,Intermediate,"The only exception: using ""being"" to show temporary, deliberate behavior","{""bullets"":[""To Be is normally stative (never continuous): 'She is a doctor' (NOT: She is being a doctor)"",""ONE EXCEPTION: am/is/are + being + adjective = temporary BEHAVIOR (not permanent characteristic)"",""'He is rude' = permanent personality - he is always rude"",""'He is being rude' = temporary behavior - he is acting rude NOW (maybe not usually)"",""WHEN TO USE: only for CONTROLLABLE BEHAVIORS (actions the person chooses)"",""Permissible adjectives: nice, helpful, patient, silly, rude, difficult, lazy, noisy, quiet"",""NOT permissible (permanent qualities): tall, short, fat, thin, beautiful, old, young, intelligent, stupid"",""❌ He is being tall (height is not a behavior you can choose)"",""❌ The car is being red (color is a state, not behavior)"",""Examples: 'Why are you being so quiet tonight?' (unusual behavior)"",""'Stop it - you are being silly!' (acting silly now)""],""explanation"":""This is an advanced nuance that separates intermediate from advanced speakers. It signals that you understand that BEING describes temporary, chosen behavior, not permanent identity. Very useful for workplace and social situations!""}"
6,"Simple Past - Regular Verbs (Rule 1: Add -D)",formula_table,Beginner,"Verbs ending in silent -e: just add -D","{""formula"":""Base verb + -d (for verbs ending in -e)"",""affirmative"":""love → loved / like → liked / dance → danced"",""negative"":""did not love / didn't like / didn't dance"",""question"":""Did you love it? / Did she like it? / Did they dance?"",""conjugations"":[{""person"":""love"",""aff"":""loved"",""neg"":""didn't love"",""ques"":""Did you love?""},{""person"":""like"",""aff"":""liked"",""neg"":""didn't like"",""ques"":""Did she like?""},{""person"":""dance"",""aff"":""danced"",""neg"":""didn't dance"",""ques"":""Did they dance?""}]}"
6,"Simple Past - Regular Verbs (Rule 2: Add -ED)",formula_table,Beginner,"Most verbs: just add -ED","{""formula"":""Base verb + -ed"",""affirmative"":""work → worked / need → needed / help → helped"",""negative"":""did not work / didn't need / didn't help"",""question"":""Did you work? / Did she need? / Did they help?"",""conjugations"":[{""person"":""work"",""aff"":""worked"",""neg"":""didn't work"",""ques"":""Did you work?""},{""person"":""need"",""aff"":""needed"",""neg"":""didn't need"",""ques"":""Did she need?""},{""person"":""help"",""aff"":""helped"",""neg"":""didn't help"",""ques"":""Did they help?""}]}"
6,"Simple Past - Spelling Rule: Consonant + Y → -IED",deep_dive,Beginner,"Change Y to I and add -ED for verbs ending in consonant + Y","{""bullets"":[""Rule: consonant + Y → change Y to I, add -ED"",""study → studied (NOT studyed)"",""cry → cried (NOT cryed)"",""try → tried (NOT tryed)"",""reply → replied"",""If the Y comes after a VOWEL, just add -ED (no change):"",""play → played, enjoy → enjoyed, stay → stayed"",""This is exactly like Portuguese: estudar → estudou (the Y becomes I)"",""Common mistake: 'I tryed my best' ❌ → 'I tried my best' ✅""],""explanation"":""English spelling changes to maintain pronunciation. When a verb ends in consonant + Y, the Y becomes I to keep the vowel sound consistent. Verbs ending in vowel + Y keep the Y because the vowel sound is already clear.""}"
6,"Simple Past - CVC Rule (Double Consonant)",deep_dive,Intermediate,"One-syllable CVC verbs double the final consonant before adding -ED","{""bullets"":[""CVC = Consonant - Vowel - Consonant pattern"",""stop → stopped (double the P)"",""plan → planned (double the N)"",""rub → rubbed (double the B)"",""Do NOT double if the verb ends in W, X, or Y:"",""snow → snowed (W = no double)"",""fix → fixed (X = no double)"",""play → played (Y = no double)"",""For two-syllable verbs: double only if the LAST syllable is stressed"",""preFER → preferred (stress on second syllable)"",""ocCUR → occurred (stress on second syllable)"",""LISten → listened (stress on first syllable → no double)"",""TRAvel → traveled (US) / travelled (UK)"",""Common mistake: 'He stoped the car' ❌ → 'He stopped the car' ✅""],""explanation"":""We double the consonant to keep the vowel sound short. Without doubling, 'stopped' would rhyme with 'hoped' - completely different pronunciation. This rule protects the original vowel sound.""}"
6,"Pronunciation of -ED (3 Sounds)",usage_cases,Intermediate,"How to pronounce the -ED ending correctly - /t/, /d/, or /ɪd/","{""usage1"":""/t/ sound - after unvoiced consonants (p, k, f, s, sh, ch, x)"",""example1a"":""stopped (stopT), walked (walkT), kissed (kissT)"",""example1b"":""washed (washT), fixed (fixT)"",""usage2"":""/d/ sound - after vowels and voiced consonants (b, g, l, m, n, r, v, z)"",""example2a"":""played (playD), hugged (hugD), called (callD)"",""example2b"":""loved (loveD), stayed (stayD), closed (closeD)"",""usage3"":""/ɪd/ sound - after T or D only (adds an extra syllable)"",""example3a"":""wanted (wan-ted), needed (nee-ded), hated (ha-ted)"",""example3b"":""waited (wai-ted), decided (de-ci-ded)"",""teacher_note"":""NEVER pronounce -ED as a separate 'ed' syllable unless the verb ends in T or D. 'Worked' is one syllable (workT), not two (work-ed). This is very different from Portuguese!""}"
7,"Past Continuous - Formation and Uses",formula_table,Intermediate,"Use was/were + -ing for actions in progress at a past time","{""formula"":""Subject + was/were + verb-ing"",""affirmative"":""I was working / You were working / He was working / We were working / They were working"",""negative"":""I wasn't working / You weren't working / He wasn't working"",""question"":""Was I working? / Were you working? / Was she working?"",""conjugations"":[{""person"":""Action at specific past time"",""aff"":""I was having dinner at 7 PM"",""neg"":""I wasn't sleeping"",""ques"":""Were you working at 5?""},{""person"":""Interrupted action (long + short)"",""aff"":""I was watching TV when the phone rang"",""neg"":""I wasn't listening when you called"",""ques"":""What were you doing when it happened?""},{""person"":""Simultaneous actions"",""aff"":""While I was cooking, he was cleaning"",""neg"":""Neither was working"",""ques"":""Were they talking while you were studying?""},{""person"":""Setting the scene"",""aff"":""The sun was shining. Birds were singing"",""neg"":""Nobody was paying attention"",""ques"":""Was anyone listening?""},{""person"":""Polite request (fixed)"",""aff"":""I was wondering if you could help""}]}"
7,"Past Continuous - Signal Words",usage_cases,Intermediate,"Words that tell you to use Past Continuous","{""usage1"":""WHILE (enquanto) - introduces the longer action"",""example1a"":""While I was walking home, I saw an accident."",""example1b"":""While we were talking, the teacher arrived."",""usage2"":""WHEN (quando) - usually followed by Simple Past (the interruption)"",""example2a"":""I was sleeping when the phone rang."",""example2b"":""She was cooking when the fire alarm went off."",""usage3"":""AT + specific time + YESTERDAY"",""example3a"":""At 5 PM yesterday, I was driving home."",""example3b"":""What were you doing at midnight?"",""usage4"":""ALL MORNING / ALL DAY / THE WHOLE EVENING"",""example4a"":""I was working all morning."",""example4b"":""They were traveling all day.""}"
8,"Top 20 Irregular Verbs - Part 1",formula_table,Intermediate,"Memorize these three forms: Base - Simple Past - Past Participle","{""formula"":""Irregular verbs do NOT follow the -ed rule"",""affirmative"":""be (am/is/are) → was/were → been"",""negative"":""have → had → had / do → did → done"",""question"":""say → said → said / go → went → gone"",""conjugations"":[{""person"":""be (ser/estar)"",""aff"":""am/is/are → was/were → been"",""neg"":""am not → wasn't/weren't → haven't been"",""ques"":""Are you? → Were you? → Have you been?""},{""person"":""have (ter)"",""aff"":""have/has → had → had"",""neg"":""don't have → didn't have → haven't had"",""ques"":""Do you have? → Did you have? → Have you had?""},{""person"":""do (fazer)"",""aff"":""do/does → did → done"",""neg"":""don't/doesn't → didn't → haven't done"",""ques"":""Do/Does → Did → Have you done?""},{""person"":""say (dizer)"",""aff"":""say/says → said → said"",""neg"":""don't say → didn't say → haven't said"",""ques"":""Do you say? → Did you say? → Have you said?""},{""person"":""go (ir)"",""aff"":""go/goes → went → gone"",""neg"":""don't go → didn't go → haven't gone"",""ques"":""Do you go? → Did you go? → Have you gone?""}]}"
8,"Top 20 Irregular Verbs - Part 2",formula_table,Intermediate,"More essential irregular verbs for daily communication","{""formula"":""Grouped by pattern to help memorization"",""affirmative"":""get → got → gotten (US) / got (UK)"",""negative"":""make → made → made / know → knew → known"",""question"":""think → thought → thought / take → took → taken"",""conjugations"":[{""person"":""get (obter/pegar)"",""aff"":""get → got → gotten"",""neg"":""don't get → didn't get → haven't gotten"",""ques"":""Do you get? → Did you get? → Have you gotten?""},{""person"":""make (fazer)"",""aff"":""make → made → made"",""neg"":""don't make → didn't make → haven't made"",""ques"":""Do you make? → Did you make? → Have you made?""},{""person"":""know (saber/conhecer)"",""aff"":""know → knew → known"",""neg"":""don't know → didn't know → haven't known"",""ques"":""Do you know? → Did you know? → Have you known?""},{""person"":""think (pensar)"",""aff"":""think → thought → thought"",""neg"":""don't think → didn't think → haven't thought"",""ques"":""Do you think? → Did you think? → Have you thought?""},{""person"":""take (pegar/levar)"",""aff"":""take → took → taken"",""neg"":""don't take → didn't take → haven't taken"",""ques"":""Do you take? → Did you take? → Have you taken?""}]}"
8,"Irregular Verb Patterns - i-a-u",deep_dive,Intermediate,"Grouping irregular verbs by pattern makes memorization easier","{""bullets"":[""PATTERN 1: i → a → u (change the vowel)"",""begin → began → begun"",""drink → drank → drunk"",""sing → sang → sung"",""swim → swam → swum"",""ring → rang → rung"",""PATTERN 2: Past Participle ends in -EN"",""speak → spoke → spoken"",""break → broke → broken"",""eat → ate → eaten"",""drive → drove → driven"",""write → wrote → written"",""PATTERN 3: All three forms the same"",""cut → cut → cut"",""put → put → put"",""hit → hit → hit"",""let → let → let"",""PATTERN 4: Past and Participle the same (vowel change)"",""keep → kept → kept"",""sleep → slept → slept"",""feel → felt → felt"",""tell → told → told"",""sell → sold → sold""],""explanation"":""Instead of memorizing 100 irregular verbs randomly, group them by these patterns. You'll learn much faster! Focus on the 20% most common verbs (like these) - they cover 80% of daily usage.""}"
9,"LIE vs LAY - The Most Confusing Verb Pair",deep_dive,Advanced,"Understand the difference between reclining (lie) and putting something down (lay)","{""bullets"":[""LIE = to recline, to rest (deitar-se) - NO OBJECT needed"",""Past: lay / Past Participle: lain"",""'Yesterday I LAY on the sofa for two hours' (past of lie)"",""'I have LAIN here all morning' (present perfect of lie)"",""LAY = to put something down (colocar) - NEEDS AN OBJECT"",""Past: laid / Past Participle: laid"",""'She LAID the book on the table' (object = book)"",""'He has LAID his keys there before' (object = keys)"",""LIE (mentir) = to tell a falsehood - regular verb"",""Past: lied / Past Participle: lied"",""'He LIED to me' (past of lie - not truth)"",""MEMORIZATION TRICK:"",""Lie (recline) = no object → you LIE DOWN (yourself)"",""Lay (put) = needs an object → you LAY something DOWN"",""Common mistake: 'I LAID on the bed' ❌ (that means you put something on the bed)"",""Correct: 'I LAY on the bed' ✅ (past of lie - recline)""],""explanation"":""Even native speakers confuse these! The key: if you can replace the verb with 'put,' use LAY (laid/laid). If you can replace it with 'recline' or 'rest,' use LIE (lay/lain). Practice the pairs every day.""}"
9,"HANG - Two Meanings, Two Past Forms",usage_cases,Intermediate,"Use HUNG for objects, HANGED for executions","{""usage1"":""HUNG (for suspending objects - pendurar objetos)"",""example1a"":""I hung the picture on the wall."",""example1b"":""She hung her coat on the hook."",""example1c"":""The clothes were hung outside to dry."",""usage2"":""HANGED (for execution by hanging - enforcar)"",""example2a"":""The prisoner was hanged at dawn."",""example2b"":""They hanged the criminal in the old Western movie."",""teacher_note"":""This is one of the few English verbs where the meaning changes the past form. For objects (pictures, clothes, decorations), always use HUNG. For execution of a person, use HANGED. Never use 'hanged' for objects - it sounds very strange!""}"
9,"SNEAK - Sneaked vs Snuck",usage_cases,Intermediate,"Traditional vs informal past forms of SNEAK","{""usage1"":""SNEAKED (traditional, preferred in formal writing)"",""example1a"":""He sneaked into the room while nobody was watching."",""example1b"":""She sneaked a piece of cake when her mom wasn't looking."",""usage2"":""SNUCK (American informal, common in speech)"",""example2a"":""He snuck out the back door."",""example2b"":""She snuck a peek at the answers."",""teacher_note"":""In formal writing (essays, business emails, academic work), use SNEAKED. In casual conversation with friends, SNUCK is widely accepted in American English. British English tends to stick with SNEAKED. For A2-B1 level, using SNEAKED is always safe.""}"
9,"SHINE - With or Without Object",usage_cases,Intermediate,"Use SHONE for the sun shining, SHINED for polishing","{""usage1"":""SHONE (no object - intransitive)"",""example1a"":""The sun shone all day. (no object - just the sun shining)"",""example1b"":""The stars shone brightly in the sky."",""usage2"":""SHINED (with object - transitive)"",""example2a"":""He shined his shoes before the interview."",""example2b"":""She shined a flashlight under the bed."",""teacher_note"":""If the sun or stars are doing the shining, use SHONE. If someone is actively polishing an object (shoes, silver) or directing a light (flashlight), use SHINED. Many native speakers use 'shined' for the flashlight and 'shone' only for the sun.""}"
9,"DIVE - Dived vs Dove",usage_cases,Intermediate,"American English uses DOVE, British English uses DIVED","{""usage1"":""DOVE (American English simple past)"",""example1a"":""She dove into the pool."",""example1b"":""He dove behind the sofa to hide."",""usage2"":""DIVED (British English, also used in formal US writing)"",""example2a"":""She dived into the water."",""example2b"":""The submarine dived to avoid detection."",""teacher_note"":""The past participle is always DIVED in both varieties: 'She has dived in this lake many times.' DOVE is only for simple past. For B1 level, either is acceptable, but be consistent. If you're writing for a British audience, use DIVED. For American, DOVE is fine in conversation.""}"
11,"TO vs FOR - Direction vs Benefit",formula_table,Beginner,"TO shows movement/transfer, FOR shows benefit/purpose/duration","{""formula"":""TO = direction, transfer, receiver / FOR = benefit, duration, reason"",""affirmative"":""I go TO school. This gift is FOR you."",""negative"":""I don't talk TO strangers. This isn't FOR you."",""question"":""Where did you go? Who is this FOR?"",""conjugations"":[{""person"":""Direction (para - movimento)"",""aff"":""I'm going TO the office"",""neg"":""Don't go TO that place"",""ques"":""Where are you going TO?""},{""person"":""Benefit (para - benefício)"",""aff"":""This is FOR you"",""neg"":""It's not FOR sale"",""ques"":""Who is this FOR?""},{""person"":""Duration (por - tempo)"",""aff"":""I waited FOR two hours"",""neg"":""Not FOR long"",""ques"":""How long did you wait FOR?""},{""person"":""Transfer (para - recebimento)"",""aff"":""Give this TO Maria"",""neg"":""Don't send it TO her"",""ques"":""Who should I give it TO?""},{""person"":""Reason (por causa de)"",""aff"":""Known FOR its flowers"",""neg"":""Not famous FOR that"",""ques"":""What is it known FOR?""}]}"
11,"TO vs FOR - Common Mistakes",deep_dive,Beginner,"Avoid these frequent errors when choosing between TO and FOR","{""bullets"":[""EXPLAIN - always TO, never FOR"",""❌ I explained the rules FOR him"",""✅ I explained the rules TO him (transfer of information = TO)"",""THANK - use THANKS FOR (agradecer por), never THANKS TO for thanking someone"",""❌ Thanks TO your help"",""✅ Thanks FOR your help (THANKS TO = graças a, different meaning)"",""WAIT - always WAIT FOR (esperar por), never WAIT TO"",""❌ I'm waiting TO the bus"",""✅ I'm waiting FOR the bus"",""LISTEN - always LISTEN TO (ouvir), never LISTEN FOR"",""❌ Listen FOR the music"",""✅ Listen TO the music"",""USE THE TRICK: If you can replace with 'give' (entregar), use TO"",""If you can replace with 'for the benefit of' (para o bem de), use FOR""],""explanation"":""Portuguese uses 'para' for both direction and benefit, which causes confusion. Think: TO = movement (I go to the store). FOR = benefit (I bought this for you). Also, many verbs have fixed prepositions - you just have to memorize them (wait FOR, listen TO, explain TO).""}"
12,"MUCH vs MANY - Countable vs Uncountable",formula_table,Beginner,"Use MANY for things you can count, MUCH for things you cannot","{""formula"":""MANY + plural countable noun / MUCH + uncountable noun"",""affirmative"":""I have many friends / I have much time (rare - sounds formal)"",""negative"":""I don't have many friends / I don't have much time"",""question"":""How many apples? / How much water?"",""conjugations"":[{""person"":""Countable (pode contar)"",""aff"":""apples, cars, books, people"",""neg"":""not many apples"",""ques"":""How many?""},{""person"":""Uncountable (não pode contar)"",""aff"":""water, sugar, money, time"",""neg"":""not much water"",""ques"":""How much?""}]}"
12,"A LOT OF - The Easy Substitute",usage_cases,Beginner,"Use A LOT OF for everything in affirmative sentences","{""usage1"":""A LOT OF works with BOTH countable and uncountable nouns"",""example1a"":""I have a lot of friends. (countable)"",""example1b"":""I have a lot of money. (uncountable)"",""usage2"":""Use A LOT OF in affirmative sentences (MUCH/MANY sound strange in affirmatives)"",""example2a"":""✅ I have a lot of time."",""example2b"":""❌ I have much time. (too formal, sounds strange)"",""usage3"":""For negatives and questions, MUCH/MANY are fine"",""example3a"":""I don't have much time. (negative - OK)"",""example3b"":""Do you have many friends? (question - OK)"",""teacher_note"":""In Brazilian Portuguese, 'muito' works for both. In English, if you're not sure, use A LOT OF - it's always safe, especially in affirmative sentences. It sounds natural and native speakers use it constantly.""}"
13,"LOOK FOR - To Search",formula_table,Beginner,"Use LOOK FOR when you are searching for something lost","{""formula"":""look + FOR + object (to search, procurar)"",""affirmative"":""I am looking for my phone."",""negative"":""I'm not looking for anything."",""question"":""What are you looking for?"",""conjugations"":[{""person"":""Present"",""aff"":""I look for my keys every morning"",""neg"":""I'm not looking for trouble"",""ques"":""Are you looking for something?""},{""person"":""Past"",""aff"":""I looked for you everywhere"",""neg"":""I didn't look for it"",""ques"":""Did you look for the answer?""},{""person"":""Future"",""aff"":""I will look for a new job"",""neg"":""I won't look for it"",""ques"":""Will you look for me?""}]}"
